"","location","forecast_date","target_end_date","target_type","model","horizon","quantile_level","prediction","observed"
"172",1100015,2021-06-30,2021-12-31,"log_cases","GAM",6,0.1,4.19516545711679,2.56494935746154
"173",1100015,2021-06-30,2021-12-31,"log_cases","GAM",6,0.5,4.77509037370508,2.56494935746154
"174",1100015,2021-06-30,2021-12-31,"log_cases","GAM",6,0.9,5.34264010746088,2.56494935746154
"175",1100015,2021-06-30,2021-12-31,"log_cases","GAM",6,0.95,5.51014956133931,2.56494935746154
"176",1100015,2021-12-31,2022-01-31,"log_cases","GAM",1,0.05,0.931594372054886,2.30258509299405
"177",1100015,2021-12-31,2022-01-31,"log_cases","GAM",1,0.1,1.16599185492778,2.30258509299405
"178",1100015,2021-12-31,2022-01-31,"log_cases","GAM",1,0.5,1.92939552441356,2.30258509299405
"179",1100015,2021-12-31,2022-01-31,"log_cases","GAM",1,0.9,2.5998582289174,2.30258509299405
"180",1100015,2021-12-31,2022-01-31,"log_cases","GAM",1,0.95,2.78481846302707,2.30258509299405
"181",1100015,2021-10-31,2022-01-31,"log_cases","GAM",3,0.05,-0.156223919134716,2.30258509299405
"182",1100015,2021-10-31,2022-01-31,"log_cases","GAM",3,0.1,0.00841011523805462,2.30258509299405
"183",1100015,2021-10-31,2022-01-31,"log_cases","GAM",3,0.5,0.71711614791123,2.30258509299405
"184",1100015,2021-10-31,2022-01-31,"log_cases","GAM",3,0.9,1.39949765279774,2.30258509299405
"185",1100015,2021-10-31,2022-01-31,"log_cases","GAM",3,0.95,1.61646097502168,2.30258509299405
"186",1100015,2021-07-31,2022-01-31,"log_cases","GAM",6,0.05,5.12992495267667,2.30258509299405
"187",1100015,2021-07-31,2022-01-31,"log_cases","GAM",6,0.1,5.30609653363858,2.30258509299405
"188",1100015,2021-07-31,2022-01-31,"log_cases","GAM",6,0.5,5.90881106939906,2.30258509299405
"189",1100015,2021-07-31,2022-01-31,"log_cases","GAM",6,0.9,6.55030479436317,2.30258509299405
"190",1100015,2021-07-31,2022-01-31,"log_cases","GAM",6,0.95,6.70411492393181,2.30258509299405
"191",1100015,2022-01-31,2022-02-28,"log_cases","GAM",1,0.05,1.1210404356662,0.693147180559945
"192",1100015,2022-01-31,2022-02-28,"log_cases","GAM",1,0.1,1.3030893062043,0.693147180559945
"193",1100015,2022-01-31,2022-02-28,"log_cases","GAM",1,0.5,2.03419401033902,0.693147180559945
"194",1100015,2022-01-31,2022-02-28,"log_cases","GAM",1,0.9,2.87418148277367,0.693147180559945
"195",1100015,2022-01-31,2022-02-28,"log_cases","GAM",1,0.95,3.04824115869661,0.693147180559945
"196",1100015,2021-11-30,2022-02-28,"log_cases","GAM",3,0.05,-1.63548364545478,0.693147180559945
"197",1100015,2021-11-30,2022-02-28,"log_cases","GAM",3,0.1,-1.44415693210735,0.693147180559945
"198",1100015,2021-11-30,2022-02-28,"log_cases","GAM",3,0.5,-0.773046690935591,0.693147180559945
"199",1100015,2021-11-30,2022-02-28,"log_cases","GAM",3,0.9,-0.0617570056375233,0.693147180559945
"200",1100015,2021-11-30,2022-02-28,"log_cases","GAM",3,0.95,0.149892517006881,0.693147180559945
"201",1100015,2021-08-31,2022-02-28,"log_cases","GAM",6,0.05,4.64565930940001,0.693147180559945
"202",1100015,2021-08-31,2022-02-28,"log_cases","GAM",6,0.1,4.86565343035915,0.693147180559945
"203",1100015,2021-08-31,2022-02-28,"log_cases","GAM",6,0.5,5.53717890271657,0.693147180559945
"204",1100015,2021-08-31,2022-02-28,"log_cases","GAM",6,0.9,6.24410181404652,0.693147180559945
"205",1100015,2021-08-31,2022-02-28,"log_cases","GAM",6,0.95,6.41515046994781,0.693147180559945
"206",1100015,2022-02-28,2022-03-31,"log_cases","GAM",1,0.05,-0.0180861461567958,2.63905732961526
"207",1100015,2022-02-28,2022-03-31,"log_cases","GAM",1,0.1,0.204231555576424,2.63905732961526
"208",1100015,2022-02-28,2022-03-31,"log_cases","GAM",1,0.5,0.945292550385688,2.63905732961526
"209",1100015,2022-02-28,2022-03-31,"log_cases","GAM",1,0.9,1.74814996316938,2.63905732961526
"210",1100015,2022-02-28,2022-03-31,"log_cases","GAM",1,0.95,1.97932995239599,2.63905732961526
"211",1100015,2021-12-31,2022-03-31,"log_cases","GAM",3,0.05,0.618764697283705,2.63905732961526
"212",1100015,2021-12-31,2022-03-31,"log_cases","GAM",3,0.1,0.799173656802096,2.63905732961526
"213",1100015,2021-12-31,2022-03-31,"log_cases","GAM",3,0.5,1.58039728623719,2.63905732961526
"214",1100015,2021-12-31,2022-03-31,"log_cases","GAM",3,0.9,2.33728156503666,2.63905732961526
"215",1100015,2021-12-31,2022-03-31,"log_cases","GAM",3,0.95,2.54613455401219,2.63905732961526
"216",1100015,2021-09-30,2022-03-31,"log_cases","GAM",6,0.05,2.72883982320026,2.63905732961526
"217",1100015,2021-09-30,2022-03-31,"log_cases","GAM",6,0.1,2.90662980367104,2.63905732961526
"218",1100015,2021-09-30,2022-03-31,"log_cases","GAM",6,0.5,3.65757792223844,2.63905732961526
"219",1100015,2021-09-30,2022-03-31,"log_cases","GAM",6,0.9,4.33413834705291,2.63905732961526
"220",1100015,2021-09-30,2022-03-31,"log_cases","GAM",6,0.95,4.51369514922431,2.63905732961526
"221",1100015,2022-03-31,2022-04-30,"log_cases","GAM",1,0.05,0.70849953069235,3.3322045101752
"222",1100015,2022-03-31,2022-04-30,"log_cases","GAM",1,0.1,0.920485083399873,3.3322045101752
"223",1100015,2022-03-31,2022-04-30,"log_cases","GAM",1,0.5,1.71921373281197,3.3322045101752
"224",1100015,2022-03-31,2022-04-30,"log_cases","GAM",1,0.9,2.57291998802909,3.3322045101752
"225",1100015,2022-03-31,2022-04-30,"log_cases","GAM",1,0.95,2.80246896276527,3.3322045101752
"226",1100015,2022-01-31,2022-04-30,"log_cases","GAM",3,0.05,0.678705501282385,3.3322045101752
"227",1100015,2022-01-31,2022-04-30,"log_cases","GAM",3,0.1,0.855102346935357,3.3322045101752
"228",1100015,2022-01-31,2022-04-30,"log_cases","GAM",3,0.5,1.65431503109582,3.3322045101752
"229",1100015,2022-01-31,2022-04-30,"log_cases","GAM",3,0.9,2.41158896315528,3.3322045101752
"230",1100015,2022-01-31,2022-04-30,"log_cases","GAM",3,0.95,2.69788127314533,3.3322045101752
"231",1100015,2021-10-31,2022-04-30,"log_cases","GAM",6,0.05,-1.34388901563523,3.3322045101752
"232",1100015,2021-10-31,2022-04-30,"log_cases","GAM",6,0.1,-1.19053400570297,3.3322045101752
"233",1100015,2021-10-31,2022-04-30,"log_cases","GAM",6,0.5,-0.460484789431366,3.3322045101752
"234",1100015,2021-10-31,2022-04-30,"log_cases","GAM",6,0.9,0.216689159014747,3.3322045101752
"235",1100015,2021-10-31,2022-04-30,"log_cases","GAM",6,0.95,0.436121199424077,3.3322045101752
"236",1100015,2022-04-30,2022-05-31,"log_cases","GAM",1,0.05,0.990936396981547,4.35670882668959
"237",1100015,2022-04-30,2022-05-31,"log_cases","GAM",1,0.1,1.17041516670946,4.35670882668959
"238",1100015,2022-04-30,2022-05-31,"log_cases","GAM",1,0.5,1.96030952745013,4.35670882668959
"239",1100015,2022-04-30,2022-05-31,"log_cases","GAM",1,0.9,2.77877933621106,4.35670882668959
"240",1100015,2022-04-30,2022-05-31,"log_cases","GAM",1,0.95,2.96308452130671,4.35670882668959
"241",1100015,2022-02-28,2022-05-31,"log_cases","GAM",3,0.05,-1.63338513293635,4.35670882668959
"242",1100015,2022-02-28,2022-05-31,"log_cases","GAM",3,0.1,-1.38762832313412,4.35670882668959
"243",1100015,2022-02-28,2022-05-31,"log_cases","GAM",3,0.5,-0.634276636113046,4.35670882668959
"244",1100015,2022-02-28,2022-05-31,"log_cases","GAM",3,0.9,0.164467545625419,4.35670882668959
"245",1100015,2022-02-28,2022-05-31,"log_cases","GAM",3,0.95,0.354537829483379,4.35670882668959
"246",1100015,2021-11-30,2022-05-31,"log_cases","GAM",6,0.05,-4.54973012639362,4.35670882668959
"247",1100015,2021-11-30,2022-05-31,"log_cases","GAM",6,0.1,-4.30492488660122,4.35670882668959
"248",1100015,2021-11-30,2022-05-31,"log_cases","GAM",6,0.5,-3.60784139915373,4.35670882668959
"249",1100015,2021-11-30,2022-05-31,"log_cases","GAM",6,0.9,-2.93696330580272,4.35670882668959
"250",1100015,2021-11-30,2022-05-31,"log_cases","GAM",6,0.95,-2.72549118675601,4.35670882668959
"251",1100015,2022-05-31,2022-06-30,"log_cases","GAM",1,0.05,4.07880354047437,3.61091791264422
"252",1100015,2022-05-31,2022-06-30,"log_cases","GAM",1,0.1,4.25508758965388,3.61091791264422
"253",1100015,2022-05-31,2022-06-30,"log_cases","GAM",1,0.5,4.93494822604252,3.61091791264422
"254",1100015,2022-05-31,2022-06-30,"log_cases","GAM",1,0.9,5.6921336567584,3.61091791264422
"255",1100015,2022-05-31,2022-06-30,"log_cases","GAM",1,0.95,5.89308796408871,3.61091791264422
"256",1100015,2022-03-31,2022-06-30,"log_cases","GAM",3,0.05,0.474633005557146,3.61091791264422
"257",1100015,2022-03-31,2022-06-30,"log_cases","GAM",3,0.1,0.741355192903646,3.61091791264422
"258",1100015,2022-03-31,2022-06-30,"log_cases","GAM",3,0.5,1.54359207521128,3.61091791264422
